Tipo de dato:,Media diaria,,,,
Estación:,Cotos [001004],,,,
Unidades:,hPa,,,,
Variables:,PSURF,,,,
Fecha,Media,Máxima,Mínima,Validación,Muestras Validadas
2010-03-19,823.89,825.19,822.59,V,1
2010-03-20,821.84,822.59,821.09,V,1
2010-03-21,820.79,821.59,819.99,V,1
2010-03-22,821.04,822.29,819.79,V,1
2010-03-23,817.84,821.49,814.19,V,1
2010-03-24,811.79,814.19,809.39,V,1
2010-03-25,810.39,812.89,807.89,V,1
2010-03-26,816.09,819.29,812.89,V,1
2010-03-27,821.24,824.19,818.29,V,1
2010-03-28,819.94,823.59,816.29,V,1
2010-03-29,812.39,816.29,808.49,V,1
2010-03-30,812.39,815.69,809.09,V,1
2010-03-31,814.94,816.09,813.79,V,1
2010-04-01,815.89,817.99,813.79,V,1
2010-04-02,817.99,819.19,816.79,V,1
2010-04-03,815.44,816.79,814.09,V,1
2010-04-04,820.04,824.09,815.99,V,1
2010-04-05,821.99,824.19,819.79,V,1
2010-04-06,819.04,820.59,817.49,V,1
2010-04-07,819.69,822.19,817.19,V,1
2010-04-08,822.49,823.79,821.19,V,1
2010-04-09,822.69,823.99,821.39,V,1
2010-04-10,821.54,823.59,819.49,V,1
2010-04-11,815.44,819.49,811.39,V,1
2010-04-12,810.19,811.39,808.99,V,1
2010-04-13,810.04,810.89,809.19,V,1
2010-04-14,810.19,810.79,809.59,V,1
2010-04-15,810.79,813.39,808.19,V,1
2010-04-16,813.94,814.79,813.09,V,1
2010-04-17,813.64,814.59,812.69,V,1
2010-04-18,814.89,816.99,812.79,V,1
2010-04-19,818.99,821.09,816.89,V,1
2010-04-20,820.34,820.89,819.79,V,1
2010-04-21,817.69,820.19,815.19,V,1
2010-04-22,813.74,815.19,812.29,V,1
2010-04-23,815.74,818.39,813.09,V,1
2010-04-24,820.64,823.39,817.89,V,1
2010-04-25,825.24,827.09,823.39,V,1
2010-04-26,827.79,828.89,826.69,V,1
2010-04-27,826.49,827.29,825.69,V,1
2010-04-28,824.74,825.99,823.49,V,1
2010-04-29,821.39,823.49,819.29,V,1
2010-04-30,817.49,819.59,815.39,V,1
2010-05-01,816.49,818.19,814.79,V,1
2010-05-02,815.79,818.09,813.49,V,1
2010-05-03,812.59,813.89,811.29,V,1
2010-05-04,812.59,814.79,810.39,V,1
2010-05-05,813.69,814.19,813.19,V,1
2010-05-06,812.09,813.19,810.99,V,1
2010-05-07,809.14,810.99,807.29,V,1
2010-05-08,808.69,809.59,807.79,V,1
2010-05-09,808.59,810.19,806.99,V,1
2010-05-10,810.24,811.19,809.29,V,1
2010-05-11,810.19,810.89,809.49,V,1
2010-05-12,810.59,811.79,809.39,V,1
2010-05-13,811.44,811.99,810.89,V,1
2010-05-14,812.59,814.29,810.89,V,1
2010-05-15,817.69,821.29,814.09,V,1
2010-05-16,822.94,825.49,820.39,V,1
2010-05-17,826.34,828.19,824.49,V,1
2010-05-18,827.44,828.09,826.79,V,1
2010-05-19,827.49,827.69,827.29,V,1
2010-05-20,826.64,827.29,825.99,V,1
2010-05-21,824.69,825.99,823.39,V,1
2010-05-22,822.59,823.79,821.39,V,1
2010-05-23,820.79,821.59,819.99,V,1
2010-05-24,820.89,821.59,820.19,V,1
2010-05-25,819.29,820.49,818.09,V,1
2010-05-26,818.29,819.09,817.49,V,1
2010-05-27,816.69,817.89,815.49,V,1
2010-05-28,819.04,822.09,815.99,V,1
2010-05-29,824.79,827.49,822.09,V,1
2010-05-30,828.34,829.59,827.09,V,1
2010-05-31,827.89,829.29,826.49,V,1
2010-06-01,825.14,826.49,823.79,V,1
2010-06-02,822.14,823.79,820.49,V,1
2010-06-03,820.79,821.89,819.69,V,1
2010-06-04,823.69,825.49,821.89,V,1
2010-06-05,824.44,825.19,823.69,V,1
2010-06-06,822.74,823.69,821.79,V,1
2010-06-07,819.64,821.89,817.39,V,1
2010-06-08,813.99,817.39,810.59,V,1
2010-06-09,807.44,810.59,804.29,V,1
2010-06-10,809.29,813.09,805.49,V,1
2010-06-11,814.49,816.79,812.19,V,1
2010-06-12,815.54,818.89,812.19,V,1
2010-06-13,819.59,821.29,817.89,V,1
2010-06-14,818.94,820.69,817.19,V,1
2010-06-15,817.74,818.69,816.79,V,1
2010-06-16,817.69,818.89,816.49,V,1
2010-06-17,818.59,819.89,817.29,V,1
2010-06-18,819.49,820.09,818.89,V,1
2010-06-19,818.94,819.59,818.29,V,1
2010-06-20,819.19,821.09,817.29,V,1
2010-06-21,821.29,823.49,819.09,V,1
2010-06-22,824.19,825.39,822.99,V,1
2010-06-23,824.04,824.79,823.29,V,1
2010-06-24,822.89,823.59,822.19,V,1
2010-06-25,822.04,823.09,820.99,V,1
2010-06-26,821.69,823.09,820.29,V,1
2010-06-27,823.99,825.79,822.19,V,1
2010-06-28,825.49,826.69,824.29,V,1
2010-06-29,826.49,827.39,825.59,V,1
2010-06-30,826.69,827.29,826.09,V,1
2010-07-01,824.79,826.29,823.29,V,1
2010-07-02,822.29,823.29,821.29,V,1
2010-07-03,824.54,827.19,821.89,V,1
2010-07-04,827.74,828.29,827.19,V,1
2010-07-05,827.79,828.29,827.29,V,1
2010-07-06,828.74,830.89,826.59,V,1
2010-07-07,827.34,828.59,826.09,V,1
2010-07-08,825.89,827.89,823.89,V,1
2010-07-09,826.74,828.69,824.79,V,1
2010-07-10,827.79,828.49,827.09,V,1
2010-07-11,826.74,827.89,825.59,V,1
2010-07-12,825.04,826.29,823.79,V,1
2010-07-13,821.99,823.79,820.19,V,1
2010-07-14,820.54,822.69,818.39,V,1
2010-07-15,822.84,824.09,821.59,V,1
2010-07-16,824.54,826.19,822.89,V,1
2010-07-17,826.64,828.19,825.09,V,1
2010-07-18,827.84,828.59,827.09,V,1
2010-07-19,825.69,827.39,823.99,V,1
2010-07-20,821.74,823.99,819.49,V,1
2010-07-21,818.39,819.69,817.09,V,1
2010-07-22,820.74,823.79,817.69,V,1
2010-07-23,825.54,828.29,822.79,V,1
2010-07-24,827.24,828.29,826.19,V,1
2010-07-25,825.64,826.89,824.39,V,1
2010-07-26,824.24,825.39,823.09,V,1
2010-07-27,826.04,827.29,824.79,V,1
2010-07-28,827.14,827.79,826.49,V,1
2010-07-29,825.04,826.49,823.59,V,1
2010-07-30,822.74,823.79,821.69,V,1
2010-07-31,823.34,824.29,822.39,V,1
2010-08-01,823.74,824.59,822.89,V,1
2010-08-02,823.59,825.19,821.99,V,1
2010-08-03,824.64,825.39,823.89,V,1
2010-08-04,823.14,824.49,821.79,V,1
2010-08-05,821.39,822.19,820.59,V,1
2010-08-06,823.14,824.69,821.59,V,1
2010-08-07,825.34,826.29,824.39,V,1
2010-08-08,826.49,827.69,825.29,V,1
2010-08-09,826.24,826.89,825.59,V,1
2010-08-10,826.54,827.19,825.89,V,1
2010-08-11,826.14,827.19,825.09,V,1
2010-08-12,823.84,825.19,822.49,V,1
2010-08-13,821.14,822.69,819.59,V,1
2010-08-14,820.04,820.89,819.19,V,1
2010-08-15,821.79,823.79,819.79,V,1
2010-08-16,824.39,826.09,822.69,V,1
2010-08-17,825.09,826.09,824.09,V,1
2010-08-18,822.84,824.49,821.19,V,1
2010-08-19,822.89,824.79,820.99,V,1
2010-08-20,827.74,830.69,824.79,V,1
2010-08-21,831.39,832.69,830.09,V,1
2010-08-22,827.44,830.09,824.79,V,1
2010-08-23,822.89,824.79,820.99,V,1
2010-08-24,824.04,826.69,821.39,V,1
2010-08-25,826.74,827.69,825.79,V,1
2010-08-26,826.24,827.09,825.39,V,1
2010-08-27,824.99,826.09,823.89,V,1
2010-08-28,825.19,826.19,824.19,V,1
2010-08-29,825.64,826.29,824.99,V,1
2010-08-30,824.44,825.99,822.89,V,1
2010-08-31,821.29,823.09,819.49,V,1
2010-09-01,818.29,819.49,817.09,V,1
2010-09-02,820.74,823.79,817.69,V,1
2010-09-03,824.69,825.89,823.49,V,1
2010-09-04,825.19,825.89,824.49,V,1
2010-09-05,824.04,824.99,823.09,V,1
2010-09-06,820.14,823.09,817.19,V,1
2010-09-07,815.54,817.19,813.89,V,1
2010-09-08,818.89,822.39,815.39,V,1
2010-09-09,825.19,827.99,822.39,V,1
2010-09-10,826.04,827.79,824.29,V,1
2010-09-11,823.44,824.29,822.59,V,1
2010-09-12,826.14,828.29,823.99,V,1
2010-09-13,829.49,830.99,827.99,V,1
2010-09-14,829.89,830.79,828.99,V,1
2010-09-15,826.94,828.99,824.89,V,1
2010-09-16,822.24,824.89,819.59,V,1
2010-09-17,818.14,819.79,816.49,V,1
2010-09-18,819.84,822.29,817.39,V,1
2010-09-19,822.04,822.69,821.39,V,1
2010-09-20,821.34,821.99,820.69,V,1
2010-09-21,822.79,824.29,821.29,V,1
2010-09-22,823.84,824.29,823.39,V,1
2010-09-23,821.99,823.79,820.19,V,1
2010-09-24,819.14,820.69,817.59,V,1
2010-09-25,816.89,817.99,815.79,V,1
2010-09-26,816.24,817.79,814.69,V,1
2010-09-27,818.24,819.69,816.79,V,1
2010-09-28,821.69,824.09,819.29,V,1
2010-09-29,823.64,824.39,822.89,V,1
2010-09-30,822.79,824.19,821.39,V,1
2010-10-01,820.49,821.39,819.59,V,1
2010-10-02,818.99,820.69,817.29,V,1
2010-10-03,812.94,817.49,808.39,V,1
2010-10-04,813.69,818.39,808.99,V,1
2010-10-05,817.74,818.49,816.99,V,1
2010-10-06,816.69,818.29,815.09,V,1
2010-10-07,818.49,819.29,817.69,V,1
2010-10-08,817.04,818.49,815.59,V,1
2010-10-09,813.79,816.89,810.69,V,1
2010-10-10,808.44,810.69,806.19,V,1
2010-10-11,806.49,808.39,804.59,V,1
2010-10-12,810.29,812.29,808.29,V,1
2010-10-13,814.84,817.59,812.09,V,1
2010-10-14,817.39,818.29,816.49,V,1
2010-10-15,815.89,816.59,815.19,V,1
2010-10-16,815.59,816.79,814.39,V,1
2010-10-17,818.49,820.89,816.09,V,1
2010-10-18,820.94,821.59,820.29,V,1
2010-10-19,822.59,824.69,820.49,V,1
2010-10-20,821.44,822.69,820.19,V,1
2010-10-21,823.24,824.39,822.09,V,1
2010-10-22,822.94,824.39,821.49,V,1
2010-10-23,820.99,821.69,820.29,V,1
2010-10-24,819.94,821.09,818.79,V,1
2010-10-25,821.44,824.49,818.39,V,1
2010-10-26,826.09,827.89,824.29,V,1
2010-10-27,827.49,828.29,826.69,V,1
2010-10-28,824.49,827.59,821.39,V,1
2010-10-29,815.54,821.39,809.69,V,1
2010-10-30,809.34,814.09,804.59,V,1
2010-10-31,805.99,811.09,800.89,V,1
2010-11-01,816.29,821.49,811.09,V,1
2010-11-02,823.54,825.89,821.19,V,1
2010-11-03,827.94,830.19,825.69,V,1
2010-11-04,830.79,831.69,829.89,V,1
2010-11-05,829.29,830.49,828.09,V,1
2010-11-06,823.54,828.09,818.99,V,1
2010-11-07,813.74,818.99,808.49,V,1
2010-11-08,802.09,808.49,795.69,V,1
2010-11-09,797.09,800.49,793.69,V,1
2010-11-10,808.99,817.49,800.49,V,1
2010-11-11,821.44,825.39,817.49,V,1
2010-11-12,823.19,825.39,820.99,V,1
2010-11-13,816.54,820.99,812.09,V,1
2010-11-14,811.04,812.79,809.29,V,1
2010-11-15,817.49,822.19,812.79,V,1
2010-11-16,820.64,823.49,817.79,V,1
2010-11-17,814.74,817.79,811.69,V,1
2010-11-18,815.99,817.99,813.99,V,1
2010-11-19,815.64,817.39,813.89,V,1
2010-11-20,811.59,813.89,809.29,V,1
2010-11-21,807.74,809.69,805.79,V,1
2010-11-22,809.59,811.09,808.09,V,1
2010-11-23,811.94,812.99,810.89,V,1
2010-11-24,813.09,813.89,812.29,V,1
2010-11-25,812.09,813.09,811.09,V,1
2010-11-26,809.49,811.89,807.09,V,1
2010-11-27,804.29,807.09,801.49,V,1
2010-11-28,803.94,806.39,801.49,V,1
2010-11-29,802.99,806.39,799.59,V,1
2010-11-30,798.89,799.59,798.19,V,1
2010-12-01,803.14,806.89,799.39,V,1
2010-12-02,807.64,809.09,806.19,V,1
2010-12-03,813.09,817.09,809.09,V,1
2010-12-04,815.59,816.99,814.19,V,1
2010-12-05,811.39,814.19,808.59,V,1
2010-12-06,807.64,808.59,806.69,V,1
2010-12-07,805.79,807.79,803.79,V,1
2010-12-08,809.44,815.09,803.79,V,1
2010-12-09,820.89,826.69,815.09,V,1
2010-12-10,827.59,828.49,826.69,V,1
2010-12-11,824.79,827.19,822.39,V,1
2010-12-12,819.14,822.39,815.89,V,1
2010-12-13,815.49,816.79,814.19,V,1
2010-12-14,820.24,823.69,816.79,V,1
2010-12-15,821.49,823.49,819.49,V,1
2010-12-16,817.54,819.49,815.59,V,1
2010-12-17,809.84,815.59,804.09,V,1
2010-12-18,802.49,804.09,800.89,V,1
2010-12-19,806.14,810.99,801.29,V,1
2010-12-20,808.69,812.19,805.19,V,1
2010-12-21,803.04,805.19,800.89,V,1
2010-12-22,798.09,800.89,795.29,V,1
2010-12-23,802.44,809.09,795.79,V,1
2010-12-24,811.24,813.39,809.09,V,1
2010-12-25,814.74,816.19,813.29,V,1
2010-12-26,817.64,819.79,815.49,V,1
2010-12-27,819.34,820.09,818.59,V,1
2010-12-28,819.24,820.39,818.09,V,1
2010-12-29,817.99,819.59,816.39,V,1
2010-12-30,814.89,816.39,813.39,V,1
2010-12-31,816.89,818.39,815.39,V,1
2011-01-01,818.79,819.49,818.09,V,1
2011-01-02,817.99,818.69,817.29,V,1
2011-01-03,818.24,818.59,817.89,V,1
2011-01-04,817.19,818.09,816.29,V,1
2011-01-05,814.39,816.29,812.49,V,1
2011-01-06,814.24,814.89,813.59,V,1
2011-01-07,815.14,816.99,813.29,V,1
2011-01-08,815.49,816.69,814.29,V,1
2011-01-09,816.79,818.59,814.99,V,1
2011-01-10,820.04,821.49,818.59,V,1
2011-01-11,822.79,825.29,820.29,V,1
2011-01-12,826.79,828.29,825.29,V,1
2011-01-13,826.09,828.29,823.89,V,1
2011-01-14,824.94,826.59,823.29,V,1
2011-01-15,826.64,827.09,826.19,V,1
2011-01-16,825.49,826.29,824.69,V,1
2011-01-17,827.49,828.69,826.29,V,1
2011-01-18,825.04,826.69,823.39,V,1
2011-01-19,822.04,823.39,820.69,V,1
2011-01-20,820.54,820.89,820.19,V,1
2011-01-21,819.84,820.89,818.79,V,1
2011-01-22,816.39,818.79,813.99,V,1
2011-01-23,813.14,814.79,811.49,V,1
2011-01-24,815.29,816.29,814.29,V,1
2011-01-25,814.79,816.29,813.29,V,1
2011-01-26,806.99,813.29,800.69,V,1
2011-01-27,801.09,803.09,799.09,V,1
2011-01-28,803.79,805.19,802.39,V,1
2011-01-29,807.09,808.99,805.19,V,1
2011-01-30,810.14,812.39,807.89,V,1
2011-01-31,815.39,818.59,812.19,V,1
2011-02-01,821.34,824.09,818.59,V,1
2011-02-02,825.39,827.49,823.29,V,1
2011-02-03,828.54,830.69,826.39,V,1
2011-02-04,831.49,833.09,829.89,V,1
2011-02-05,832.14,832.99,831.29,V,1
2011-02-06,829.79,831.49,828.09,V,1
2011-02-07,825.89,828.09,823.69,V,1
2011-02-08,822.04,823.69,820.39,V,1
2011-02-09,820.99,821.89,820.09,V,1
2011-02-10,822.39,823.29,821.49,V,1
2011-02-11,820.19,821.49,818.89,V,1
2011-02-12,819.14,820.79,817.49,V,1
2011-02-13,812.29,817.49,807.09,V,1
2011-02-14,808.69,811.59,805.79,V,1
2011-02-15,803.74,805.99,801.49,V,1
2011-02-16,798.89,803.89,793.89,V,1
2011-02-17,803.09,812.29,793.89,V,1
2011-02-18,814.79,817.29,812.29,V,1
2011-02-19,815.64,816.89,814.39,V,1
2011-02-20,817.24,819.49,814.99,V,1
2011-02-21,820.69,821.89,819.49,V,1
2011-02-22,820.89,821.79,819.99,V,1
2011-02-23,823.59,825.39,821.79,V,1
2011-02-24,826.19,827.89,824.49,V,1
2011-02-25,827.84,828.69,826.99,V,1
2011-02-26,825.04,827.59,822.49,V,1
2011-02-27,821.69,822.49,820.89,V,1
2011-02-28,819.09,820.89,817.29,V,1
2011-03-01,819.19,820.09,818.29,V,1
2011-03-02,818.49,819.39,817.59,V,1
2011-03-03,815.44,817.79,813.09,V,1
2011-03-04,813.59,814.79,812.39,V,1
2011-03-05,816.09,817.49,814.69,V,1
2011-03-06,816.94,818.19,815.69,V,1
2011-03-07,818.04,818.79,817.29,V,1
2011-03-08,817.79,818.89,816.69,V,1
2011-03-09,819.54,821.29,817.79,V,1
2011-03-10,821.14,822.09,820.19,V,1
2011-03-11,814.34,820.99,807.69,V,1
2011-03-12,805.84,807.79,803.89,V,1
2011-03-13,804.69,805.69,803.69,V,1
2011-03-14,804.54,805.69,803.39,V,1
2011-03-15,806.04,808.49,803.59,V,1
2011-03-16,810.44,813.09,807.79,V,1
2011-03-17,818.59,824.09,813.09,V,1
2011-03-18,825.69,827.49,823.89,V,1
2011-03-19,826.64,827.69,825.59,V,1
2011-03-20,824.59,825.59,823.59,V,1
2011-03-21,823.04,823.69,822.39,V,1
2011-03-22,822.84,823.59,822.09,V,1
2011-03-23,821.44,822.19,820.69,V,1
2011-03-24,822.44,823.49,821.39,V,1
2011-03-25,821.54,822.59,820.49,V,1
2011-03-26,817.74,820.89,814.59,V,1
2011-03-27,815.79,817.39,814.19,V,1
2011-03-28,818.19,819.09,817.29,V,1
2011-03-29,819.89,821.19,818.59,V,1
2011-03-30,824.09,826.99,821.19,V,1
2011-03-31,827.69,828.39,826.99,V,1
2011-04-01,826.04,828.49,823.59,V,1
2011-04-02,819.69,823.59,815.79,V,1
2011-04-03,817.34,819.59,815.09,V,1
2011-04-04,822.94,826.29,819.59,V,1
2011-04-05,826.79,827.49,826.09,V,1
2011-04-06,827.34,828.39,826.29,V,1
2011-04-07,828.84,829.59,828.09,V,1
2011-04-08,828.19,829.19,827.19,V,1
2011-04-09,826.64,827.79,825.49,V,1
2011-04-10,825.84,826.79,824.89,V,1
2011-04-11,825.49,827.09,823.89,V,1
2011-04-12,826.44,827.09,825.79,V,1
2011-04-13,-9999,-9999,-9999,D,1
2011-04-14,818.49,821.09,815.89,V,1
2011-04-15,815.74,816.69,814.79,V,1
2011-04-16,817.84,819.29,816.39,V,1
2011-04-17,819.29,820.09,818.49,V,1
2011-04-18,817.99,819.69,816.29,V,1
2011-04-19,814.49,816.29,812.69,V,1
2011-04-20,812.84,813.59,812.09,V,1
2011-04-21,811.19,813.59,808.79,V,1
2011-04-22,808.54,809.79,807.29,V,1
2011-04-23,811.49,813.99,808.99,V,1
2011-04-24,816.04,818.29,813.79,V,1
2011-04-25,819.34,820.79,817.89,V,1
2011-04-26,819.74,820.39,819.09,V,1
2011-04-27,817.74,819.19,816.29,V,1
2011-04-28,814.34,816.29,812.39,V,1
2011-04-29,809.54,812.39,806.69,V,1
2011-04-30,805.94,806.79,805.09,V,1
2011-05-01,806.79,807.09,806.49,V,1
2011-05-02,809.19,812.39,805.99,V,1
2011-05-03,816.04,819.69,812.39,V,1
2011-05-04,820.19,821.29,819.09,V,1
2011-05-05,820.74,821.39,820.09,V,1
2011-05-06,817.49,820.09,814.89,V,1
2011-05-07,814.99,816.49,813.49,V,1
2011-05-08,819.79,823.09,816.49,V,1
2011-05-09,824.74,826.39,823.09,V,1
2011-05-10,826.94,827.79,826.09,V,1
2011-05-11,826.29,827.59,824.99,V,1
2011-05-12,823.89,825.39,822.39,V,1
2011-05-13,822.24,822.79,821.69,V,1
2011-05-14,822.74,823.79,821.69,V,1
2011-05-15,825.14,826.49,823.79,V,1
2011-05-16,826.14,826.69,825.59,V,1
2011-05-17,823.34,826.09,820.59,V,1
2011-05-18,818.64,820.59,816.69,V,1
2011-05-19,819.09,821.19,816.99,V,1
2011-05-20,822.49,823.79,821.19,V,1
2011-05-21,824.34,825.39,823.29,V,1
2011-05-22,825.74,827.09,824.39,V,1
2011-05-23,827.39,828.09,826.69,V,1
2011-05-24,828.49,829.09,827.89,V,1
2011-05-25,827.84,828.99,826.69,V,1
2011-05-26,824.99,826.69,823.29,V,1
2011-05-27,822.39,823.29,821.49,V,1
2011-05-28,822.19,822.99,821.39,V,1
2011-05-29,820.54,821.99,819.09,V,1
2011-05-30,820.74,821.79,819.69,V,1
2011-05-31,823.59,825.49,821.69,V,1
2011-06-01,824.54,825.49,823.59,V,1
2011-06-02,822.94,823.59,822.29,V,1
2011-06-03,821.79,822.89,820.69,V,1
2011-06-04,818.84,820.69,816.99,V,1
2011-06-05,815.04,816.99,813.09,V,1
2011-06-06,813.49,814.19,812.79,V,1
2011-06-07,813.99,815.89,812.09,V,1
2011-06-08,818.14,820.39,815.89,V,1
2011-06-09,819.99,820.39,819.59,V,1
2011-06-10,821.14,822.29,819.99,V,1
2011-06-11,823.19,824.69,821.69,V,1
2011-06-12,825.04,827.29,822.79,V,1
2011-06-13,823.79,824.89,822.69,V,1
2011-06-14,824.89,826.29,823.49,V,1
2011-06-15,826.04,826.59,825.49,V,1
2011-06-16,824.44,825.89,822.99,V,1
2011-06-17,821.99,823.29,820.69,V,1
2011-06-18,821.29,822.99,819.59,V,1
2011-06-19,824.34,825.69,822.99,V,1
2011-06-20,825.59,826.09,825.09,V,1
2011-06-21,825.09,825.59,824.59,V,1
2011-06-22,824.64,825.29,823.99,V,1
2011-06-23,824.49,825.69,823.29,V,1
2011-06-24,826.84,828.29,825.39,V,1
2011-06-25,828.59,829.19,827.99,V,1
2011-06-26,828.39,829.29,827.49,V,1
2011-06-27,826.64,827.99,825.29,V,1
2011-06-28,824.94,825.39,824.49,V,1
2011-06-29,824.74,825.19,824.29,V,1
2011-06-30,825.29,825.89,824.69,V,1
2011-07-01,825.09,825.99,824.19,V,1
2011-07-02,821.44,824.19,818.69,V,1
2011-07-03,817.99,818.69,817.29,V,1
2011-07-04,821.44,824.29,818.59,V,1
2011-07-05,823.79,824.59,822.99,V,1
2011-07-06,821.89,822.99,820.79,V,1
2011-07-07,819.54,820.79,818.29,V,1
2011-07-08,821.49,823.29,819.69,V,1
2011-07-09,823.04,823.49,822.59,V,1
2011-07-10,822.14,823.09,821.19,V,1
2011-07-11,821.29,821.79,820.79,V,1
2011-07-12,819.74,820.89,818.59,V,1
2011-07-13,822.19,824.79,819.59,V,1
2011-07-14,824.69,825.59,823.79,V,1
2011-07-15,825.54,826.09,824.99,V,1
2011-07-16,822.19,825.09,819.29,V,1
2011-07-17,818.49,819.29,817.69,V,1
2011-07-18,817.59,818.79,816.39,V,1
2011-07-19,819.09,822.59,815.59,V,1
2011-07-20,822.24,822.89,821.59,V,1
2011-07-21,820.04,821.59,818.49,V,1
2011-07-22,818.84,820.39,817.29,V,1
2011-07-23,821.49,822.59,820.39,V,1
2011-07-24,822.39,823.19,821.59,V,1
2011-07-25,822.29,823.09,821.49,V,1
2011-07-26,821.19,821.89,820.49,V,1
2011-07-27,821.94,823.29,820.59,V,1
2011-07-28,823.69,824.89,822.49,V,1
2011-07-29,823.99,824.89,823.09,V,1
2011-07-30,822.84,823.39,822.29,V,1
2011-07-31,821.74,823.09,820.39,V,1
2011-08-01,818.64,820.39,816.89,V,1
2011-08-02,820.79,823.99,817.59,V,1
2011-08-03,825.54,827.09,823.99,V,1
2011-08-04,826.09,827.09,825.09,V,1
2011-08-05,823.29,825.09,821.49,V,1
2011-08-06,819.99,821.49,818.49,V,1
2011-08-07,819.54,821.69,817.39,V,1
2011-08-08,823.99,826.59,821.39,V,1
2011-08-09,827.44,828.29,826.59,V,1
2011-08-10,827.64,828.19,827.09,V,1
2011-08-11,826.24,827.09,825.39,V,1
2011-08-12,824.74,825.39,824.09,V,1
2011-08-13,823.04,824.79,821.29,V,1
2011-08-14,821.74,822.09,821.39,V,1
2011-08-15,823.69,825.29,822.09,V,1
2011-08-16,824.64,825.39,823.89,V,1
2011-08-17,822.54,823.89,821.19,V,1
2011-08-18,820.84,821.39,820.29,V,1
2011-08-19,824.84,828.29,821.39,V,1
2011-08-20,827.29,828.39,826.19,V,1
2011-08-21,824.54,826.59,822.49,V,1
2011-08-22,821.34,822.49,820.19,V,1
2011-08-23,822.24,823.29,821.19,V,1
2011-08-24,822.94,823.39,822.49,V,1
2011-08-25,820.59,822.89,818.29,V,1
2011-08-26,819.24,822.39,816.09,V,1
2011-08-27,823.44,824.49,822.39,V,1
2011-08-28,823.79,824.19,823.39,V,1
2011-08-29,822.44,823.79,821.09,V,1
2011-08-30,820.04,821.19,818.89,V,1
2011-08-31,818.54,819.59,817.49,V,1
2011-09-01,817.79,818.49,817.09,V,1
2011-09-02,819.39,820.29,818.49,V,1
2011-09-03,820.24,821.19,819.29,V,1
2011-09-04,822.79,824.89,820.69,V,1
2011-09-05,826.94,829.09,824.79,V,1
2011-09-06,829.74,830.89,828.59,V,1
2011-09-07,829.94,830.89,828.99,V,1
2011-09-08,827.04,828.99,825.09,V,1
2011-09-09,823.34,825.09,821.59,V,1
2011-09-10,822.09,822.99,821.19,V,1
2011-09-11,824.04,825.69,822.39,V,1
2011-09-12,825.74,826.39,825.09,V,1
2011-09-13,824.49,825.49,823.49,V,1
2011-09-14,823.64,824.19,823.09,V,1
2011-09-15,823.09,823.89,822.29,V,1
2011-09-16,823.29,824.29,822.29,V,1
2011-09-17,822.79,823.49,822.09,V,1
2011-09-18,820.69,822.29,819.09,V,1
2011-09-19,824.29,826.29,822.29,V,1
2011-09-20,825.99,826.29,825.69,V,1
2011-09-21,825.44,825.79,825.09,V,1
2011-09-22,824.34,825.49,823.19,V,1
2011-09-23,821.79,823.19,820.39,V,1
2011-09-24,821.84,822.99,820.69,V,1
2011-09-25,824.74,826.49,822.99,V,1
2011-09-26,828.14,829.79,826.49,V,1
2011-09-27,829.89,830.69,829.09,V,1
2011-09-28,828.44,829.39,827.49,V,1
2011-09-29,826.54,827.59,825.49,V,1
2011-09-30,826.24,826.89,825.59,V,1
2011-10-01,825.74,826.99,824.49,V,1
2011-10-02,827.84,829.39,826.29,V,1
2011-10-03,829.89,830.39,829.39,V,1
2011-10-04,830.59,830.99,830.19,V,1
2011-10-05,829.34,830.29,828.39,V,1
2011-10-06,828.54,829.39,827.69,V,1
2011-10-07,827.04,827.89,826.19,V,1
2011-10-08,826.29,826.99,825.59,V,1
2011-10-09,827.14,829.19,825.09,V,1
2011-10-10,830.24,831.29,829.19,V,1
2011-10-11,831.04,831.59,830.49,V,1
2011-10-12,829.54,830.49,828.59,V,1
2011-10-13,827.29,828.59,825.99,V,1
2011-10-14,825.19,826.09,824.29,V,1
2011-10-15,825.94,826.69,825.19,V,1
2011-10-16,826.89,827.49,826.29,V,1
2011-10-17,825.89,826.69,825.09,V,1
2011-10-18,825.39,825.79,824.99,V,1
2011-10-19,824.74,825.19,824.29,V,1
2011-10-20,823.54,824.49,822.59,V,1
2011-10-21,821.44,822.59,820.29,V,1
2011-10-22,819.39,820.39,818.39,V,1
2011-10-23,813.04,818.39,807.69,V,1
2011-10-24,805.34,807.69,802.99,V,1
2011-10-25,810.74,814.59,806.89,V,1
2011-10-26,811.59,814.59,808.59,V,1
2011-10-27,812.69,817.79,807.59,V,1
2011-10-28,820.64,823.49,817.79,V,1
2011-10-29,823.84,825.39,822.29,V,1
2011-10-30,824.49,825.39,823.59,V,1
2011-10-31,822.09,823.59,820.59,V,1
2011-11-01,819.19,820.59,817.79,V,1
2011-11-02,812.69,817.79,807.59,V,1
2011-11-03,805.39,807.59,803.19,V,1
2011-11-04,801.44,803.39,799.49,V,1
2011-11-05,809.19,815.19,803.19,V,1
2011-11-06,817.44,819.69,815.19,V,1
2011-11-07,818.89,819.69,818.09,V,1
2011-11-08,818.59,819.69,817.49,V,1
2011-11-09,820.24,820.99,819.49,V,1
2011-11-10,819.09,819.79,818.39,V,1
2011-11-11,819.94,822.39,817.49,V,1
2011-11-12,822.24,823.39,821.09,V,1
