Tipo de dato:,Media diaria,,,,
Estación:,Cotos [001004],,,,
Unidades:,hPa,,,,
Variables:,PSURF,,,,
Fecha,Media,Máxima,Mínima,Validación,Muestras Validadas
2004-03-30,807.39,809.99,804.79,V,1
2004-03-31,810.99,812.39,809.59,V,1
2004-04-01,808.14,809.59,806.69,V,1
2004-04-02,814.59,821.59,807.59,V,1
2004-04-03,824.64,827.89,821.39,V,1
2004-04-04,827.39,828.19,826.59,V,1
2004-04-05,825.64,827.79,823.49,V,1
2004-04-06,821.14,823.49,818.79,V,1
2004-04-07,816.74,818.79,814.69,V,1
2004-04-08,813.29,814.69,811.89,V,1
2004-04-09,811.49,812.59,810.39,V,1
2004-04-10,812.59,814.59,810.59,V,1
2004-04-11,815.79,818.59,812.99,V,1
2004-04-12,819.19,820.59,817.79,V,1
2004-04-13,820.24,821.39,819.09,V,1
2004-04-14,817.29,819.19,815.39,V,1
2004-04-15,813.49,815.59,811.39,V,1
2004-04-16,811.49,813.59,809.39,V,1
2004-04-17,812.79,813.59,811.99,V,1
2004-04-18,809.89,812.39,807.39,V,1
2004-04-19,811.84,814.99,808.69,V,1
2004-04-20,816.64,818.59,814.69,V,1
2004-04-21,817.09,817.99,816.19,V,1
2004-04-22,818.39,821.59,815.19,V,1
2004-04-23,820.99,821.79,820.19,V,1
2004-04-24,820.59,821.59,819.59,V,1
2004-04-25,820.89,821.39,820.39,V,1
2004-04-26,819.39,820.59,818.19,V,1
2004-04-27,814.89,818.19,811.59,V,1
2004-04-28,808.94,811.59,806.29,V,1
2004-04-29,805.59,806.39,804.79,V,1
2004-04-30,805.84,808.99,802.69,V,1
2004-05-01,808.34,809.59,807.09,V,1
2004-05-02,806.49,809.59,803.39,V,1
2004-05-03,805.14,808.69,801.59,V,1
2004-05-04,807.09,809.39,804.79,V,1
2004-05-05,804.49,805.79,803.19,V,1
2004-05-06,808.39,811.59,805.19,V,1
2004-05-07,812.84,815.09,810.59,V,1
2004-05-08,816.29,817.89,814.69,V,1
2004-05-09,813.99,816.79,811.19,V,1
2004-05-10,811.69,813.19,810.19,V,1
2004-05-11,813.99,815.99,811.99,V,1
2004-05-12,817.19,819.39,814.99,V,1
2004-05-13,818.99,819.99,817.99,V,1
2004-05-14,820.39,822.39,818.39,V,1
2004-05-15,822.89,823.99,821.79,V,1
2004-05-16,823.79,824.99,822.59,V,1
2004-05-17,823.59,824.99,822.19,V,1
2004-05-18,826.44,828.29,824.59,V,1
2004-05-19,827.14,828.29,825.99,V,1
2004-05-20,823.49,825.99,820.99,V,1
2004-05-21,819.34,821.09,817.59,V,1
2004-05-22,817.19,818.39,815.99,V,1
2004-05-23,818.39,819.19,817.59,V,1
2004-05-24,819.69,821.09,818.29,V,1
2004-05-25,820.39,820.99,819.79,V,1
2004-05-26,821.04,822.59,819.49,V,1
2004-05-27,823.59,825.39,821.79,V,1
2004-05-28,825.99,827.39,824.59,V,1
2004-05-29,826.74,827.59,825.89,V,1
2004-05-30,826.59,827.39,825.79,V,1
2004-05-31,826.74,827.49,825.99,V,1
2004-06-01,827.39,828.59,826.19,V,1
2004-06-02,828.34,829.09,827.59,V,1
2004-06-03,827.89,828.79,826.99,V,1
2004-06-04,825.99,826.99,824.99,V,1
2004-06-05,823.59,824.99,822.19,V,1
2004-06-06,821.64,822.99,820.29,V,1
2004-06-07,823.54,826.29,820.79,V,1
2004-06-08,826.49,827.89,825.09,V,1
2004-06-09,828.04,828.99,827.09,V,1
2004-06-10,828.49,829.39,827.59,V,1
2004-06-11,827.94,828.69,827.19,V,1
2004-06-12,827.49,828.29,826.69,V,1
2004-06-13,827.44,828.19,826.69,V,1
2004-06-14,825.89,827.89,823.89,V,1
2004-06-15,824.39,825.19,823.59,V,1
2004-06-16,824.89,825.59,824.19,V,1
2004-06-17,824.59,825.39,823.79,V,1
2004-06-18,821.49,824.59,818.39,V,1
2004-06-19,817.09,818.59,815.59,V,1
2004-06-20,817.64,818.99,816.29,V,1
2004-06-21,820.69,823.39,817.99,V,1
2004-06-22,823.44,824.69,822.19,V,1
2004-06-23,825.29,826.39,824.19,V,1
2004-06-24,825.19,826.19,824.19,V,1
2004-06-25,824.59,825.79,823.39,V,1
2004-06-26,826.94,828.79,825.09,V,1
2004-06-27,828.89,829.99,827.79,V,1
2004-06-28,829.49,830.99,827.99,V,1
2004-06-29,829.44,830.29,828.59,V,1
2004-06-30,827.19,828.59,825.79,V,1
2004-07-01,825.09,826.19,823.99,V,1
2004-07-02,825.19,826.19,824.19,V,1
2004-07-03,825.59,826.19,824.99,V,1
2004-07-04,825.24,825.89,824.59,V,1
2004-07-05,824.24,825.49,822.99,V,1
2004-07-06,820.04,822.99,817.09,V,1
2004-07-07,818.69,820.59,816.79,V,1
2004-07-08,822.69,826.19,819.19,V,1
2004-07-09,824.69,825.49,823.89,V,1
2004-07-10,823.24,824.29,822.19,V,1
2004-07-11,822.64,823.49,821.79,V,1
2004-07-12,822.89,824.59,821.19,V,1
2004-07-13,824.14,825.19,823.09,V,1
2004-07-14,825.44,826.59,824.29,V,1
2004-07-15,825.24,826.29,824.19,V,1
2004-07-16,823.54,824.69,822.39,V,1
2004-07-17,822.79,823.79,821.79,V,1
2004-07-18,823.39,824.19,822.59,V,1
2004-07-19,823.09,823.79,822.39,V,1
2004-07-20,821.94,823.09,820.79,V,1
2004-07-21,822.99,824.19,821.79,V,1
2004-07-22,825.79,828.19,823.39,V,1
2004-07-23,829.84,832.19,827.49,V,1
2004-07-24,831.24,832.29,830.19,V,1
2004-07-25,828.54,830.29,826.79,V,1
2004-07-26,826.14,827.19,825.09,V,1
2004-07-27,824.69,825.19,824.19,V,1
2004-07-28,822.89,824.19,821.59,V,1
2004-07-29,823.29,825.19,821.39,V,1
2004-07-30,825.89,827.19,824.59,V,1
2004-07-31,826.89,827.39,826.39,V,1
2004-08-01,825.99,826.99,824.99,V,1
2004-08-02,823.94,825.19,822.69,V,1
2004-08-03,821.84,823.09,820.59,V,1
2004-08-04,821.09,822.29,819.89,V,1
2004-08-05,821.94,822.69,821.19,V,1
2004-08-06,822.19,822.79,821.59,V,1
2004-08-07,820.69,821.89,819.49,V,1
2004-08-08,817.89,819.49,816.29,V,1
2004-08-09,816.59,817.99,815.19,V,1
2004-08-10,819.49,821.79,817.19,V,1
2004-08-11,821.49,821.99,820.99,V,1
2004-08-12,822.59,824.59,820.59,V,1
2004-08-13,825.29,826.79,823.79,V,1
2004-08-14,827.29,828.39,826.19,V,1
2004-08-15,826.59,828.19,824.99,V,1
2004-08-16,822.24,824.99,819.49,V,1
2004-08-17,817.94,819.49,816.39,V,1
2004-08-18,818.69,820.59,816.79,V,1
2004-08-19,821.59,823.79,819.39,V,1
2004-08-20,823.84,825.09,822.59,V,1
2004-08-21,825.59,826.59,824.59,V,1
2004-08-22,825.04,825.79,824.29,V,1
2004-08-23,825.19,826.19,824.19,V,1
2004-08-24,826.29,827.59,824.99,V,1
2004-08-25,827.29,828.39,826.19,V,1
2004-08-26,827.54,828.39,826.69,V,1
2004-08-27,825.49,826.99,823.99,V,1
2004-08-28,823.54,824.29,822.79,V,1
2004-08-29,824.19,825.39,822.99,V,1
2004-08-30,824.69,825.39,823.99,V,1
2004-08-31,823.29,824.59,821.99,V,1
2004-09-01,820.89,822.39,819.39,V,1
2004-09-02,820.14,822.29,817.99,V,1
2004-09-03,823.89,826.29,821.49,V,1
2004-09-04,825.39,826.59,824.19,V,1
2004-09-05,824.59,825.59,823.59,V,1
2004-09-06,822.39,823.59,821.19,V,1
2004-09-07,822.09,823.99,820.19,V,1
2004-09-08,824.89,826.59,823.19,V,1
2004-09-09,826.04,827.09,824.99,V,1
2004-09-10,826.29,827.19,825.39,V,1
2004-09-11,826.84,827.89,825.79,V,1
2004-09-12,826.04,827.39,824.69,V,1
2004-09-13,823.54,824.69,822.39,V,1
2004-09-14,821.49,822.39,820.59,V,1
2004-09-15,823.99,826.19,821.79,V,1
2004-09-16,825.79,826.79,824.79,V,1
2004-09-17,826.84,827.49,826.19,V,1
2004-09-18,826.79,827.39,826.19,V,1
2004-09-19,825.29,826.19,824.39,V,1
2004-09-20,826.34,828.79,823.89,V,1
2004-09-21,829.09,830.59,827.59,V,1
2004-09-22,829.84,830.69,828.99,V,1
2004-09-23,827.49,829.39,825.59,V,1
2004-09-24,824.29,825.59,822.99,V,1
2004-09-25,824.19,825.79,822.59,V,1
2004-09-26,826.24,827.79,824.69,V,1
2004-09-27,826.84,827.49,826.19,V,1
2004-09-28,826.29,827.49,825.09,V,1
2004-09-29,825.04,825.89,824.19,V,1
2004-09-30,826.39,827.79,824.99,V,1
2004-10-01,827.64,829.09,826.19,V,1
2004-10-02,829.04,830.59,827.49,V,1
2004-10-03,828.69,830.59,826.79,V,1
2004-10-04,826.04,826.99,825.09,V,1
2004-10-05,823.94,825.09,822.79,V,1
2004-10-06,822.84,823.49,822.19,V,1
2004-10-07,821.04,822.99,819.09,V,1
2004-10-08,817.24,819.09,815.39,V,1
2004-10-09,816.59,817.59,815.59,V,1
2004-10-10,816.89,818.39,815.39,V,1
2004-10-11,819.39,820.99,817.79,V,1
2004-10-12,820.49,821.39,819.59,V,1
2004-10-13,819.69,820.79,818.59,V,1
2004-10-14,817.59,818.59,816.59,V,1
2004-10-15,816.19,817.19,815.19,V,1
2004-10-16,815.59,816.59,814.59,V,1
2004-10-17,816.29,816.79,815.79,V,1
2004-10-18,813.84,816.19,811.49,V,1
2004-10-19,814.24,815.79,812.69,V,1
2004-10-20,816.29,818.69,813.89,V,1
2004-10-21,820.29,822.59,817.99,V,1
2004-10-22,823.04,824.69,821.39,V,1
2004-10-23,823.04,824.59,821.49,V,1
2004-10-24,821.44,822.19,820.69,V,1
2004-10-25,818.49,820.99,815.99,V,1
2004-10-26,816.19,819.39,812.99,V,1
2004-10-27,808.59,813.19,803.99,V,1
2004-10-28,805.79,806.79,804.79,V,1
2004-10-29,805.89,808.19,803.59,V,1
2004-10-30,809.54,811.49,807.59,V,1
2004-10-31,813.04,815.49,810.59,V,1
2004-11-01,815.99,817.59,814.39,V,1
2004-11-02,817.54,818.79,816.29,V,1
2004-11-03,818.54,819.89,817.19,V,1
2004-11-04,819.49,820.59,818.39,V,1
2004-11-05,822.19,824.59,819.79,V,1
2004-11-06,823.44,824.69,822.19,V,1
2004-11-07,820.89,822.19,819.59,V,1
2004-11-08,818.49,819.89,817.09,V,1
2004-11-09,816.89,817.99,815.79,V,1
2004-11-10,815.89,817.99,813.79,V,1
2004-11-11,814.54,815.59,813.49,V,1
2004-11-12,816.79,819.99,813.59,V,1
2004-11-13,820.29,821.79,818.79,V,1
2004-11-14,821.89,822.59,821.19,V,1
2004-11-15,822.94,824.69,821.19,V,1
2004-11-16,826.39,828.19,824.59,V,1
2004-11-17,827.84,828.69,826.99,V,1
2004-11-18,826.64,827.89,825.39,V,1
2004-11-19,826.09,826.99,825.19,V,1
2004-11-20,826.24,827.09,825.39,V,1
2004-11-21,825.54,826.39,824.69,V,1
2004-11-22,826.29,826.99,825.59,V,1
2004-11-23,826.34,827.09,825.59,V,1
2004-11-24,826.19,827.59,824.79,V,1
2004-11-25,825.79,826.99,824.59,V,1
2004-11-26,826.79,827.59,825.99,V,1
2004-11-27,824.09,826.39,821.79,V,1
2004-11-28,820.04,821.79,818.29,V,1
2004-11-29,816.84,818.29,815.39,V,1
2004-11-30,810.84,815.39,806.29,V,1
2004-12-01,801.69,806.29,797.09,V,1
2004-12-02,808.24,813.89,802.59,V,1
2004-12-03,814.89,816.19,813.59,V,1
2004-12-04,818.29,820.79,815.79,V,1
2004-12-05,821.04,821.89,820.19,V,1
2004-12-06,820.84,821.79,819.89,V,1
2004-12-07,820.14,820.79,819.49,V,1
2004-12-08,819.39,819.99,818.79,V,1
2004-12-09,818.99,819.79,818.19,V,1
2004-12-10,820.54,821.89,819.19,V,1
2004-12-11,820.59,821.59,819.59,V,1
2004-12-12,819.69,820.99,818.39,V,1
2004-12-13,822.29,824.59,819.99,V,1
2004-12-14,823.39,824.59,822.19,V,1
2004-12-15,822.09,822.79,821.39,V,1
2004-12-16,820.99,821.59,820.39,V,1
2004-12-17,822.44,823.89,820.99,V,1
2004-12-18,823.99,825.79,822.19,V,1
2004-12-19,820.19,823.39,816.99,V,1
2004-12-20,818.19,819.99,816.39,V,1
2004-12-21,819.69,820.79,818.59,V,1
2004-12-22,822.69,825.19,820.19,V,1
2004-12-23,825.49,826.39,824.59,V,1
2004-12-24,819.89,824.99,814.79,V,1
2004-12-25,809.89,814.79,804.99,V,1
2004-12-26,806.89,809.59,804.19,V,1
2004-12-27,815.49,821.39,809.59,V,1
2004-12-28,821.89,823.39,820.39,V,1
2004-12-29,825.69,828.69,822.69,V,1
2004-12-30,829.54,830.39,828.69,V,1
2004-12-31,830.24,831.09,829.39,V,1
2005-01-01,830.14,831.19,829.09,V,1
2005-01-02,831.54,832.79,830.29,V,1
2005-01-03,831.24,832.19,830.29,V,1
2005-01-04,831.39,832.39,830.39,V,1
2005-01-05,832.84,834.29,831.39,V,1
2005-01-06,834.44,835.79,833.09,V,1
2005-01-07,832.74,833.89,831.59,V,1
2005-01-08,830.54,831.59,829.49,V,1
2005-01-09,828.54,829.59,827.49,V,1
2005-01-10,827.54,828.69,826.39,V,1
2005-01-11,828.39,828.99,827.79,V,1
2005-01-12,827.59,828.59,826.59,V,1
2005-01-13,828.29,828.99,827.59,V,1
2005-01-14,826.09,827.99,824.19,V,1
2005-01-15,823.09,824.19,821.99,V,1
2005-01-16,824.39,826.39,822.39,V,1
2005-01-17,825.29,826.59,823.99,V,1
2005-01-18,822.69,824.99,820.39,V,1
2005-01-19,824.49,827.39,821.59,V,1
2005-01-20,828.84,830.59,827.09,V,1
2005-01-21,826.89,828.59,825.19,V,1
2005-01-22,823.44,825.39,821.49,V,1
2005-01-23,819.89,822.19,817.59,V,1
2005-01-24,816.94,818.39,815.49,V,1
2005-01-25,814.64,816.59,812.69,V,1
2005-01-26,809.54,812.69,806.39,V,1
2005-01-27,809.99,811.59,808.39,V,1
2005-01-28,812.79,814.39,811.19,V,1
2005-01-29,815.34,817.89,812.79,V,1
2005-01-30,820.34,823.19,817.49,V,1
2005-01-31,824.04,825.49,822.59,V,1
2005-02-01,824.84,825.79,823.89,V,1
2005-02-02,825.89,826.99,824.79,V,1
2005-02-03,824.19,826.59,821.79,V,1
2005-02-04,821.24,821.89,820.59,V,1
2005-02-05,818.04,821.09,814.99,V,1
2005-02-06,813.19,814.99,811.39,V,1
2005-02-07,813.14,815.19,811.09,V,1
2005-02-08,818.49,822.19,814.79,V,1
2005-02-09,826.04,829.89,822.19,V,1
2005-02-10,831.84,833.79,829.89,V,1
2005-02-11,833.44,834.59,832.29,V,1
2005-02-12,829.94,832.29,827.59,V,1
2005-02-13,821.14,827.59,814.69,V,1
2005-02-14,816.49,818.19,814.79,V,1
2005-02-15,812.69,814.99,810.39,V,1
2005-02-16,814.39,816.79,811.99,V,1
2005-02-17,816.39,817.19,815.59,V,1
2005-02-18,817.14,818.79,815.49,V,1
2005-02-19,818.79,820.19,817.39,V,1
2005-02-20,813.19,817.59,808.79,V,1
2005-02-21,807.19,808.79,805.59,V,1
2005-02-22,803.49,805.59,801.39,V,1
2005-02-23,806.19,807.39,804.99,V,1
2005-02-24,807.39,808.39,806.39,V,1
2005-02-25,807.29,808.29,806.29,V,1
2005-02-26,807.99,809.19,806.79,V,1
2005-02-27,807.69,808.99,806.39,V,1
2005-02-28,804.14,806.39,801.89,V,1
2005-03-01,803.94,805.49,802.39,V,1
2005-03-02,805.59,806.79,804.39,V,1
2005-03-03,807.59,809.59,805.59,V,1
2005-03-04,811.69,814.59,808.79,V,1
2005-03-05,814.74,815.99,813.49,V,1
2005-03-06,814.79,817.19,812.39,V,1
2005-03-07,819.39,821.99,816.79,V,1
2005-03-08,822.99,824.99,820.99,V,1
2005-03-09,824.74,825.49,823.99,V,1
2005-03-10,822.59,824.59,820.59,V,1
2005-03-11,819.04,820.59,817.49,V,1
2005-03-12,815.24,817.49,812.99,V,1
2005-03-13,813.79,815.19,812.39,V,1
2005-03-14,817.19,819.99,814.39,V,1
2005-03-15,823.14,826.39,819.89,V,1
2005-03-16,828.09,829.99,826.19,V,1
2005-03-17,829.74,830.39,829.09,V,1
2005-03-18,827.59,829.59,825.59,V,1
2005-03-19,823.39,825.59,821.19,V,1
2005-03-20,819.64,821.89,817.39,V,1
2005-03-21,815.49,817.49,813.49,V,1
2005-03-22,815.84,817.79,813.89,V,1
2005-03-23,815.99,817.99,813.99,V,1
2005-03-24,818.89,820.19,817.59,V,1
2005-03-25,815.59,817.59,813.59,V,1
2005-03-26,812.39,814.39,810.39,V,1
2005-03-27,815.74,817.89,813.59,V,1
2005-03-28,818.74,820.29,817.19,V,1
2005-03-29,820.89,822.99,818.79,V,1
2005-03-30,823.29,824.99,821.59,V,1
2005-03-31,822.94,824.69,821.19,V,1
2005-04-01,818.74,821.19,816.29,V,1
2005-04-02,816.49,818.29,814.69,V,1
2005-04-03,819.49,822.19,816.79,V,1
2005-04-04,823.84,826.29,821.39,V,1
2005-04-05,826.49,827.39,825.59,V,1
2005-04-06,823.94,826.69,821.19,V,1
2005-04-07,817.09,821.19,812.99,V,1
2005-04-08,813.29,814.99,811.59,V,1
2005-04-09,818.69,822.59,814.79,V,1
2005-04-10,823.44,824.69,822.19,V,1
2005-04-11,822.09,822.79,821.39,V,1
2005-04-12,821.49,822.59,820.39,V,1
2005-04-13,817.59,820.39,814.79,V,1
2005-04-14,812.39,814.79,809.99,V,1
2005-04-15,810.69,812.99,808.39,V,1
2005-04-16,813.69,815.59,811.79,V,1
2005-04-17,814.69,815.79,813.59,V,1
2005-04-18,812.19,813.59,810.79,V,1
2005-04-19,819.64,827.49,811.79,V,1
2005-04-20,817.59,818.59,816.59,V,1
2005-04-21,818.69,819.59,817.79,V,1
2005-04-22,816.99,817.79,816.19,V,1
2005-04-23,814.79,816.59,812.99,V,1
2005-04-24,814.19,816.79,811.59,V,1
2005-04-25,818.34,820.29,816.39,V,1
2005-04-26,820.79,821.79,819.79,V,1
2005-04-27,821.74,823.19,820.29,V,1
2005-04-28,824.19,825.39,822.99,V,1
2005-04-29,823.79,825.39,822.19,V,1
2005-04-30,820.39,822.19,818.59,V,1
2005-05-01,818.29,818.99,817.59,V,1
2005-05-02,820.44,822.29,818.59,V,1
2005-05-03,823.29,824.59,821.99,V,1
2005-05-04,822.24,823.89,820.59,V,1
2005-05-05,822.39,823.99,820.79,V,1
2005-05-06,824.19,824.99,823.39,V,1
2005-05-07,822.19,823.99,820.39,V,1
2005-05-08,818.99,820.59,817.39,V,1
2005-05-09,816.59,817.59,815.59,V,1
2005-05-10,816.69,818.39,814.99,V,1
2005-05-11,816.39,817.99,814.79,V,1
2005-05-12,814.39,816.19,812.59,V,1
2005-05-13,816.79,818.79,814.79,V,1
2005-05-14,820.44,822.19,818.69,V,1
2005-05-15,819.99,821.99,817.99,V,1
2005-05-16,815.19,817.99,812.39,V,1
2005-05-17,817.39,821.19,813.59,V,1
2005-05-18,823.49,825.99,820.99,V,1
2005-05-19,826.09,826.59,825.59,V,1
2005-05-20,824.79,826.19,823.39,V,1
2005-05-21,820.99,823.39,818.59,V,1
2005-05-22,818.54,820.79,816.29,V,1
2005-05-23,822.99,825.19,820.79,V,1
2005-05-24,825.94,827.19,824.69,V,1
2005-05-25,827.04,827.49,826.59,V,1
2005-05-26,825.24,826.59,823.89,V,1
2005-05-27,823.09,823.89,822.29,V,1
2005-05-28,822.49,823.39,821.59,V,1
2005-05-29,822.64,824.19,821.09,V,1
2005-05-30,825.39,826.79,823.99,V,1
2005-05-31,825.59,826.59,824.59,V,1
2005-06-01,823.69,824.69,822.69,V,1
2005-06-02,821.94,822.79,821.09,V,1
2005-06-03,821.89,822.99,820.79,V,1
2005-06-04,824.09,825.59,822.59,V,1
2005-06-05,825.99,826.59,825.39,V,1
2005-06-06,826.19,826.59,825.79,V,1
2005-06-07,827.29,828.39,826.19,V,1
2005-06-08,827.79,828.59,826.99,V,1
2005-06-09,825.39,827.39,823.39,V,1
2005-06-10,821.69,823.39,819.99,V,1
2005-06-11,818.59,820.39,816.79,V,1
2005-06-12,816.49,817.09,815.89,V,1
2005-06-13,816.34,817.99,814.69,V,1
2005-06-14,821.49,824.99,817.99,V,1
2005-06-15,827.19,829.39,824.99,V,1
2005-06-16,829.39,830.19,828.59,V,1
2005-06-17,829.39,829.99,828.79,V,1
2005-06-18,827.74,829.09,826.39,V,1
2005-06-19,825.69,826.79,824.59,V,1
2005-06-20,825.09,825.99,824.19,V,1
2005-06-21,826.39,827.39,825.39,V,1
2005-06-22,827.84,829.49,826.19,V,1
2005-06-23,827.64,829.89,825.39,V,1
2005-06-24,824.24,825.49,822.99,V,1
2005-06-25,822.99,823.79,822.19,V,1
2005-06-26,823.94,824.79,823.09,V,1
2005-06-27,823.49,824.79,822.19,V,1
2005-06-28,822.24,822.69,821.79,V,1
2005-06-29,821.54,822.29,820.79,V,1
2005-06-30,822.79,824.39,821.19,V,1
2005-07-01,826.04,827.89,824.19,V,1
2005-07-02,827.04,827.89,826.19,V,1
2005-07-03,824.39,826.19,822.59,V,1
2005-07-04,822.19,823.19,821.19,V,1
2005-07-05,824.04,825.39,822.69,V,1
2005-07-06,824.39,825.39,823.39,V,1
2005-07-07,822.79,823.59,821.99,V,1
2005-07-08,822.09,822.79,821.39,V,1
2005-07-09,823.04,823.89,822.19,V,1
2005-07-10,825.39,827.19,823.59,V,1
2005-07-11,828.44,829.79,827.09,V,1
2005-07-12,828.19,828.99,827.39,V,1
2005-07-13,826.99,827.79,826.19,V,1
2005-07-14,826.19,826.99,825.39,V,1
2005-07-15,827.29,828.19,826.39,V,1
2005-07-16,826.29,827.19,825.39,V,1
2005-07-17,823.79,825.39,822.19,V,1
2005-07-18,824.74,827.19,822.29,V,1
2005-07-19,828.99,830.99,826.99,V,1
2005-07-20,831.09,831.79,830.39,V,1
2005-07-21,827.89,830.59,825.19,V,1
2005-07-22,823.84,825.39,822.29,V,1
2005-07-23,821.29,822.29,820.29,V,1
2005-07-24,820.29,820.99,819.59,V,1
2005-07-25,820.59,821.59,819.59,V,1
2005-07-26,820.39,821.59,819.19,V,1
2005-07-27,819.29,820.39,818.19,V,1
2005-07-28,821.24,822.59,819.89,V,1
2005-07-29,822.99,824.19,821.79,V,1
2005-07-30,823.24,823.79,822.69,V,1
2005-07-31,821.94,822.69,821.19,V,1
2005-08-01,821.99,823.39,820.59,V,1
2005-08-02,824.89,827.39,822.39,V,1
2005-08-03,828.29,829.59,826.99,V,1
2005-08-04,828.99,829.79,828.19,V,1
2005-08-05,828.99,829.59,828.39,V,1
2005-08-06,827.99,828.99,826.99,V,1
2005-08-07,825.69,827.39,823.99,V,1
2005-08-08,822.29,823.99,820.59,V,1
2005-08-09,819.29,820.59,817.99,V,1
2005-08-10,818.39,819.39,817.39,V,1
2005-08-11,821.84,824.29,819.39,V,1
2005-08-12,824.84,825.79,823.89,V,1
2005-08-13,826.64,827.79,825.49,V,1
2005-08-14,827.89,828.69,827.09,V,1
2005-08-15,824.89,827.09,822.69,V,1
2005-08-16,821.54,822.69,820.39,V,1
2005-08-17,821.14,821.99,820.29,V,1
2005-08-18,823.24,824.69,821.79,V,1
2005-08-19,825.69,827.39,823.99,V,1
2005-08-20,826.69,827.39,825.99,V,1
2005-08-21,825.59,826.19,824.99,V,1
2005-08-22,825.99,826.79,825.19,V,1
2005-08-23,825.94,826.69,825.19,V,1
2005-08-24,824.49,825.19,823.79,V,1
2005-08-25,823.69,824.19,823.19,V,1
2005-08-26,824.39,825.39,823.39,V,1
2005-08-27,824.99,825.59,824.39,V,1
2005-08-28,825.49,826.19,824.79,V,1
2005-08-29,826.64,828.19,825.09,V,1
2005-08-30,827.39,828.19,826.59,V,1
2005-08-31,824.79,826.59,822.99,V,1
2005-09-01,823.44,824.99,821.89,V,1
2005-09-02,826.29,828.19,824.39,V,1
2005-09-03,828.69,829.99,827.39,V,1
2005-09-04,828.44,829.79,827.09,V,1
2005-09-05,823.54,827.09,819.99,V,1
2005-09-06,817.09,819.99,814.19,V,1
2005-09-07,816.09,818.59,813.59,V,1
2005-09-08,819.14,820.69,817.59,V,1
2005-09-09,820.64,821.39,819.89,V,1
2005-09-10,820.79,821.39,820.19,V,1
2005-09-11,819.74,820.39,819.09,V,1
2005-09-12,822.29,824.19,820.39,V,1
2005-09-13,826.09,828.19,823.99,V,1
2005-09-14,829.39,830.59,828.19,V,1
2005-09-15,828.29,830.29,826.29,V,1
2005-09-16,821.74,826.29,817.19,V,1
2005-09-17,818.34,819.99,816.69,V,1
2005-09-18,821.49,823.79,819.19,V,1
2005-09-19,824.99,826.79,823.19,V,1
2005-09-20,825.74,826.69,824.79,V,1
2005-09-21,824.09,824.79,823.39,V,1
2005-09-22,823.89,824.59,823.19,V,1
2005-09-23,823.64,824.19,823.09,V,1
2005-09-24,823.49,823.99,822.99,V,1
2005-09-25,822.29,823.39,821.19,V,1
2005-09-26,824.59,826.19,822.99,V,1
2005-09-27,826.34,827.49,825.19,V,1
2005-09-28,828.04,828.99,827.09,V,1
2005-09-29,829.34,830.39,828.29,V,1
2005-09-30,829.09,829.99,828.19,V,1
2005-10-01,826.79,828.19,825.39,V,1
2005-10-02,824.99,825.79,824.19,V,1
2005-10-03,825.39,826.19,824.59,V,1
2005-10-04,824.64,825.09,824.19,V,1
2005-10-05,824.34,825.09,823.59,V,1
2005-10-06,822.89,823.59,822.19,V,1
2005-10-07,821.89,822.69,821.09,V,1
2005-10-08,823.99,825.59,822.39,V,1
2005-10-09,825.19,825.99,824.39,V,1
2005-10-10,822.59,824.39,820.79,V,1
2005-10-11,819.59,820.79,818.39,V,1
2005-10-12,817.74,818.79,816.69,V,1
2005-10-13,817.09,818.19,815.99,V,1
2005-10-14,818.14,819.49,816.79,V,1
2005-10-15,820.94,822.69,819.19,V,1
2005-10-16,822.69,823.19,822.19,V,1
2005-10-17,820.04,822.19,817.89,V,1
2005-10-18,817.99,819.19,816.79,V,1
2005-10-19,819.99,821.19,818.79,V,1
2005-10-20,818.44,820.29,816.59,V,1
2005-10-21,816.84,817.79,815.89,V,1
2005-10-22,817.14,817.99,816.29,V,1
2005-10-23,821.49,824.99,817.99,V,1
2005-10-24,825.14,825.89,824.39,V,1
2005-10-25,824.99,826.19,823.79,V,1
2005-10-26,822.29,824.19,820.39,V,1
2005-10-27,819.54,820.79,818.29,V,1
2005-10-28,818.54,819.99,817.09,V,1
2005-10-29,820.49,822.19,818.79,V,1
2005-10-30,816.99,819.19,814.79,V,1
2005-10-31,818.49,822.29,814.69,V,1
2005-11-01,823.54,824.79,822.29,V,1
2005-11-02,823.69,824.39,822.99,V,1
2005-11-03,822.19,823.79,820.59,V,1
2005-11-04,822.79,825.39,820.19,V,1
2005-11-05,826.24,827.49,824.99,V,1
2005-11-06,826.74,827.19,826.29,V,1
2005-11-07,826.29,826.99,825.59,V,1
2005-11-08,823.59,825.59,821.59,V,1
2005-11-09,825.19,828.99,821.39,V,1
2005-11-10,827.84,829.89,825.79,V,1
2005-11-11,826.39,828.99,823.79,V,1
2005-11-12,816.89,823.79,809.99,V,1
2005-11-13,807.19,809.99,804.39,V,1
2005-11-14,810.89,811.99,809.79,V,1
2005-11-15,811.54,812.79,810.29,V,1
2005-11-16,814.34,816.39,812.29,V,1
2005-11-17,816.19,816.59,815.79,V,1
2005-11-18,815.69,816.39,814.99,V,1
2005-11-19,817.64,819.49,815.79,V,1
2005-11-20,821.09,822.99,819.19,V,1
2005-11-21,820.79,822.19,819.39,V,1
2005-11-22,819.49,820.19,818.79,V,1
2005-11-23,819.39,820.79,817.99,V,1
